id,examRound,year,questionNumber,session,subject,officialLarge,officialMedium,officialSmall,normalizedTheme,subTheme,importance,studyPoint,sourceUrl,sourceReliability,blueprintVersion,questionCountMode,memo
31-011,31,2023,11,共通,regulations,専門基礎科目,関係法規,免許証の書換え申請,hari-kyu-law,本籍地変更時の手続き,,本籍地変更→免許証の書換え交付申請。再交付は紛失・毀損時。返納は取消時。名簿訂正は住所・氏名変更,,indexed_official,2020,180,
31-012,31,2023,12,共通,regulations,専門基礎科目,関係法規,罰則規定,hari-kyu-law,都道府県知事への虚偽報告罰則,,都道府県知事への虚偽報告の罰則は30万円以下の罰金。50万円は免許なし施術等。1年以下懲役は秘密漏示等,,indexed_official,2020,180,
31-013,31,2023,13,共通,regulations,専門基礎科目,関係法規,施術所の届出,hari-kyu-law,出張のみ業務の届出先,,専ら出張のみの業務開始は住所地の都道府県知事に届出。施術所開設は施術所所在地の知事に届出,,indexed_official,2020,180,
31-014,31,2023,14,共通,regulations,専門基礎科目,関係法規,医療法,health-policy,医療安全支援センターの根拠法,,医療安全支援センターを設けるのは医療法。健康増進法は健康増進事業。地域保健法は保健所設置。薬機法は医薬品規制,,indexed_official,2020,180,
31-015,31,2023,15,共通,anatomy,専門基礎科目,解剖学,細胞の構造と分裂,metabolic-physiology,細胞分裂時に消失する構造,,細胞分裂時に消失するのは核膜（核膜崩壊→染色体が分配）。染色体・中心体・ミトコンドリアは分裂時に残存・分配,,indexed_official,2020,180,
31-016,31,2023,16,共通,anatomy,専門基礎科目,解剖学,胸郭の構造,musculoskeletal-system,胸骨角と第2肋骨の連結,,胸骨角は第2肋骨と連結（正しい）。頸切痕は胸骨柄の上縁。仮肋は肋骨弓を構成する（第8〜10肋骨）,,indexed_official,2020,180,
31-017,31,2023,17,共通,anatomy,専門基礎科目,解剖学,骨盤底の筋,musculoskeletal-system,骨盤隔膜の主体をなす筋,,骨盤隔膜の主体は肛門挙筋（腸骨尾骨筋・恥骨直腸筋・恥骨尾骨筋から構成）。深会陰横筋は泌尿生殖隔膜,,indexed_official,2020,180,
31-018,31,2023,18,共通,anatomy,専門基礎科目,解剖学,下腿の筋と腱,musculoskeletal-system,内果後下方を通る筋腱,,内果の後下方を通るのは後脛骨筋腱。長腓骨筋腱は外果後方。下腿三頭筋は踵骨に付着。長母趾伸筋は足背,,indexed_official,2020,180,
31-019,31,2023,19,共通,anatomy,専門基礎科目,解剖学,静脈系,circulatory-system,上大静脈に直接注ぐ静脈,,上大静脈に直接注ぐのは奇静脈（正しい）。椎骨静脈・内頸静脈・肋間静脈は直接注がない,,indexed_official,2020,180,
31-020,31,2023,20,共通,anatomy,専門基礎科目,解剖学,鼻腔の解剖,visceral-anatomy,鼻腔・キーゼルバッハ部位,,キーゼルバッハ部位は鼻中隔の前端部（正しい）。嗅上皮は鼻腔上部。上顎洞は中鼻道と交通。鼻涙管は下鼻道に開口,,indexed_official,2020,180,
31-021,31,2023,21,共通,anatomy,専門基礎科目,解剖学,消化管の解剖,visceral-anatomy,胃の構造と細胞機能,,幽門では括約筋が発達（正しい）。胃底部は噴門に連続。塩酸は壁細胞から分泌。小網は小弯に付着,,indexed_official,2020,180,
31-022,31,2023,22,共通,anatomy,専門基礎科目,解剖学,脳神経と神経節,nervous-system,脳神経と神経節の組合せ,,舌咽神経→耳神経節（正しい）。眼神経は毛様体節に連絡しない（動眼神経が連絡）。下顎神経→顎下・舌下神経節,,indexed_official,2020,180,
31-023,31,2023,23,共通,anatomy,専門基礎科目,解剖学,眼球の構造,nervous-system,眼房水の循環とシュレム管,,眼房水はシュレム管に吸収（正しい）。視神経乳頭は盲点（視覚なし）。錐体細胞は色覚。副交感神経は瞳孔括約筋支配,,indexed_official,2020,180,
31-024,31,2023,24,共通,physiology,専門基礎科目,生理学,心臓の刺激伝導系,cardiovascular-physiology,刺激伝導系の伝達経路,,刺激は洞房結節→房室結節→ヒス束→プルキンエ線維の順。房室結節は自動能をもつ。プルキンエ線維は心室を収縮させる,,indexed_official,2020,180,
31-025,31,2023,25,共通,physiology,専門基礎科目,生理学,消化と吸収,metabolic-physiology,消化管での栄養素吸収部位,,モノグリセリドは小腸で吸収（正しい）。グルコースは小腸で吸収（胃でない）。アミノ酸は小腸吸収。水分の約80%は小腸,,indexed_official,2020,180,
31-026,31,2023,26,共通,physiology,専門基礎科目,生理学,内分泌ホルモン,endocrine-physiology,甲状腺とサイロキシンの対応,,甲状腺→サイロキシン（正しい）。膵臓はインスリン・グルカゴン。副腎髄質はアドレナリン。卵巣はエストロゲン,,indexed_official,2020,180,
31-027,31,2023,27,共通,physiology,専門基礎科目,生理学,物質代謝,metabolic-physiology,コレステロールの代謝,,コレステロールはコルチゾールの前駆物質（正しい）。リン脂質は細胞膜構成成分（ヘモグロビンでない）。中性脂肪は3分子脂肪酸,,indexed_official,2020,180,
31-028,31,2023,28,共通,physiology,専門基礎科目,生理学,腎の生理,metabolic-physiology,糸球体ろ過量を増加させる因子,,糸球体ろ過量を増加させるのは糸球体血圧の上昇。腎血流量低下・アルブミン濃度上昇・尿管内圧上昇はろ過量を減少させる,,indexed_official,2020,180,
31-029,31,2023,29,共通,physiology,専門基礎科目,生理学,反射・神経生理,neurophysiology,膝蓋腱反射の特徴,,膝蓋腱反射は脊髄反射（正しい）。受容器は筋紡錘（腱受容器でない）。求心路はIa群線維。単シナプス反射（多シナプスでない）,,indexed_official,2020,180,
31-030,31,2023,30,共通,physiology,専門基礎科目,生理学,筋生理,neurophysiology,筋収縮に重要な蛋白質,,筋原線維の収縮に重要な蛋白質はアクチン（ミオシンとともに）。アルブミン・ペプシン・グロブリンは筋収縮に関与しない,,indexed_official,2020,180,
31-031,31,2023,31,共通,physiology,専門基礎科目,生理学,免疫細胞,immunology,免疫細胞の機能,,好中球は食作用をもつ（正しい）。単球は樹状細胞に分化し抗原提示。好酸球は寄生虫防御。好塩基球はアレルギー反応,,indexed_official,2020,180,
31-032,31,2023,32,共通,physiology,専門基礎科目,生理学,日内リズム,endocrine-physiology,副腎皮質ホルモンの日内変動,,副腎皮質ホルモン（コルチゾール）は早朝が最も高い（正しい）。メラトニンは深夜最高。直腸温は夕方最高,,indexed_official,2020,180,
31-033,31,2023,33,共通,physiology,専門基礎科目,生理学,神経伝達物質,neurophysiology,パーキンソン病の病因と関与物質,,パーキンソン病の病因に関与するのはドパミン（線条体でのドパミン減少）。コルチゾール・セロトニン・インスリンは関与しない,,indexed_official,2020,180,
31-034,31,2023,34,共通,pathology,専門基礎科目,病理学,梗塞,pathology,梗塞の定義,,梗塞=終末動脈が閉塞しその支配組織に壊死が生じた状態（正しい）。浮腫は組織間液の貯留。充血は血液流入。血栓は血管内凝固,,indexed_official,2020,180,
31-035,31,2023,35,共通,pathology,専門基礎科目,病理学,血栓・塞栓症,pathology,血栓症を生じやすい疾患,,血栓症を生じやすいのは糖尿病（血管障害・血液凝固亢進）。肝硬変は出血傾向。再生不良性貧血は出血傾向。ビタミンC欠乏は壊血病,,indexed_official,2020,180,
31-036,31,2023,36,共通,pathology,専門基礎科目,病理学,炎症の分類,pathology,肉芽腫性炎の代表疾患,,肉芽腫性炎の代表疾患はサルコイドーシス（類上皮細胞性肉芽腫）。アレルギー性鼻炎はアレルギー性炎症。壊疽・膿瘍は化膿性炎症,,indexed_official,2020,180,
31-037,31,2023,37,共通,pathology,専門基礎科目,病理学,免疫応答,immunology,初感染時の免疫グロブリン上昇順序,,初感染で最初に血中で上昇するのはIgM（一次応答）。再感染ではIgGが優位。IgAは粘膜免疫。IgEはアレルギー,,indexed_official,2020,180,
31-038,31,2023,38,共通,pathology,専門基礎科目,病理学,がん統計,oncology,男性がん死亡数（肺がん最多）,,2019年男性がん死亡数最多は肺がん。大腸がん2位。膵臓がん3位。肝臓がん4位程度（年次で変動あり）,,indexed_official,2020,180,
31-039,31,2023,39,共通,clinical-general,専門基礎科目,臨床医学総論,排尿障害,clinical-general,排尿障害の分類（蓄尿・排出障害）,,蓄尿障害は尿失禁（膀胱に尿を溜められない）。尿勢低下・尿線途絶・残尿感は排出障害（尿を出しにくい）,,indexed_official,2020,180,
31-040,31,2023,40,共通,clinical-general,専門基礎科目,臨床医学総論,検査・バイタル,clinical-general,心電図ST低下と狭心症,,ST低下で疑われるのは狭心症（心筋虚血）。心房細動はP波消失・不整RR。心室粗動・洞不全はST変化と直接関係ない,,indexed_official,2020,180,
31-041,31,2023,41,共通,clinical-specific,専門基礎科目,臨床医学各論,神経症状,neurology,母指のデルマトーム（C6）,,母指のデルマトームはC6。C2は後頭部。C4は肩・鎖骨領域。C8は小指・前腕尺側,,indexed_official,2020,180,
31-042,31,2023,42,共通,clinical-specific,専門基礎科目,臨床医学各論,脳神経疾患,neurology,涙腺・唾液腺の支配神経,,涙腺と唾液腺（顎下腺・舌下腺）を支配するのは顔面神経（副交感性）。三叉神経は感覚・咀嚼。舌咽神経は耳下腺,,indexed_official,2020,180,
31-043,31,2023,43,共通,clinical-specific,専門基礎科目,臨床医学各論,医療面接・問診,clinical-general,医療面接の正しい方法,,医療面接で正しいのは「別居している家族の健康状態も聞く」（家族歴の一部）。患者の言葉は繰り返す。特定疾患を前提にしない,,indexed_official,2020,180,
31-044,31,2023,44,共通,clinical-specific,専門基礎科目,臨床医学各論,ショック,clinical-general,皮膚温からみたショックの分類,,皮膚が温かいショック=血液分布異常性（敗血症性・アナフィラキシー性）。心原性・閉塞性・血液量減少性は皮膚冷感,,indexed_official,2020,180,
31-045,31,2023,45,共通,clinical-specific,専門基礎科目,臨床医学各論,感染症,infectious-disease,熱型と感染症の対応,,弛張熱（日差1℃以上・37℃以下に下がらない）は敗血症（正しい）。稽留熱はチフス。周期熱はマラリア。波状熱はブルセラ症,,indexed_official,2020,180,
31-046,31,2023,46,共通,clinical-specific,専門基礎科目,臨床医学各論,めまい・平衡障害,neurology,中枢性めまいの特徴,,中枢性めまいの特徴は持続時間が長い（正しい）。程度はむしろ末梢性が強い。末梢性のほうが回転性・耳鳴りを伴う,,indexed_official,2020,180,
31-047,31,2023,47,共通,clinical-specific,専門基礎科目,臨床医学各論,整形外科的検査,musculoskeletal-disease,前十字靭帯損傷の徒手検査,,前十字靭帯損傷を確認する検査はラックマンテスト（前方引き出し）。アプレイは半月板。マクマレーは半月板。内反ストレスは内側側副靭帯,,indexed_official,2020,180,
31-048,31,2023,48,共通,clinical-specific,専門基礎科目,臨床医学各論,心身症,psychiatry,心身症に含まれる疾患,,心身症に含まれるのは過敏性腸症候群。うつ病・統合失調症は精神疾患。パニック障害は不安症（精神的要因が強い）,,indexed_official,2020,180,
31-049,31,2023,49,共通,clinical-specific,専門基礎科目,臨床医学各論,アレルギー疾患,dermatology,アトピー性皮膚炎の特徴,,アトピー性皮膚炎でスキンケアが重要（正しい）。主にI型アレルギー関与。四肢屈側に好発。皮膚バリア機能は低下している,,indexed_official,2020,180,
31-050,31,2023,50,共通,clinical-specific,専門基礎科目,臨床医学各論,腎疾患,renal-urological,急性糸球体腎炎の特徴,,急性糸球体腎炎は予後良好（正しい）。小児・若年者に多い。血清補体価は低下。細菌尿はみられない（細菌性でない）,,indexed_official,2020,180,
31-051,31,2023,51,共通,clinical-specific,専門基礎科目,臨床医学各論,精神疾患,psychiatry,神経性やせ症の特徴と治療,,神経性やせ症は心理療法が有効（正しい）。若年女性に多い。栄養吸収障害でなく摂食制限が原因。電解質異常（低K血症等）を起こしやすい,,indexed_official,2020,180,
31-052,31,2023,52,共通,clinical-specific,専門基礎科目,臨床医学各論,外傷・脱臼,musculoskeletal-disease,肘内障の特徴,,肘内障は肘に腫脹はない（正しい）。橈骨頭の亜脱臼（腕尺関節でない）。徒手整復は比較的容易。反復性に移行しやすい,,indexed_official,2020,180,
31-053,31,2023,53,共通,clinical-specific,専門基礎科目,臨床医学各論,感染症の分類,infectious-disease,細菌感染症の鑑別,,細菌感染症は破傷風（Clostridium tetani）。デング熱・日本脳炎・手足口病はウイルス感染症,,indexed_official,2020,180,
31-054,31,2023,54,共通,clinical-specific,専門基礎科目,臨床医学各論,食中毒,infectious-disease,細菌性腸炎の原因菌と食品（誤りを問う）,,サルモネラ属はハチミツでなく卵・食肉が感染源（誤り選択肢）。腸炎ビブリオ=生鮮魚介類。ブドウ球菌=にぎりめし。カンピロバクター=鶏肉,,indexed_official,2020,180,
31-055,31,2023,55,共通,clinical-specific,専門基礎科目,臨床医学各論,呼吸器感染症,respiratory,肺結核の感染経路と届出,,肺結核は結核と診断したら直ちに届け出る（正しい）。主な感染経路は空気感染（飛沫核感染）。抗結核薬は多剤併用。N95マスク推奨,,indexed_official,2020,180,
31-056,31,2023,56,共通,clinical-specific,専門基礎科目,臨床医学各論,COPD,respiratory,COPDの症状と肺機能検査,,COPDは労作時の呼吸困難が特徴（正しい）。肺拡散能（DLCO）は低下。発作時の気管支狭窄音は喘息の特徴。閉塞性換気障害が特徴,,indexed_official,2020,180,
31-057,31,2023,57,共通,clinical-specific,専門基礎科目,臨床医学各論,悪性腫瘍,respiratory,肺癌の浸潤部位と症状,,肺癌で嗄声は反回神経浸潤（正しい）。縮瞳・眼瞼下垂はホルネル症候群（交感神経浸潤）。顔面浮腫は上大静脈浸潤。腰痛は横隔神経でない,,indexed_official,2020,180,
31-058,31,2023,58,共通,clinical-specific,専門基礎科目,臨床医学各論,職業性疾患,respiratory,胸膜中皮腫とアスベスト,,胸膜中皮腫と関連するのはアスベスト（石綿）。塩蔵食品は胃がん。アセトアルデヒドは食道がん。ジクロロプロパンは胆管がん,,indexed_official,2020,180,
31-059,31,2023,59,共通,clinical-specific,専門基礎科目,臨床医学各論,心不全,cardiology,右心不全の特徴的所見,,右心不全でよくみられるのは下肢の浮腫（体静脈うっ血）。肺うっ血・頻呼吸・チアノーゼは左心不全の特徴,,indexed_official,2020,180,
31-060,31,2023,60,共通,clinical-specific,専門基礎科目,臨床医学各論,腎疾患,renal-urological,ネフローゼ症候群の診断基準,,ネフローゼ症候群の診断基準に含まれるのは高LDLコレステロール血症（脂質代謝異常）。主要は大量蛋白尿・低蛋白血症・浮腫,,indexed_official,2020,180,
31-061,31,2023,61,共通,clinical-specific,専門基礎科目,臨床医学各論,貧血,hematology,鉄欠乏性貧血の特徴,,鉄欠乏性貧血は小球性低色素性貧血（正しい）。葉酸欠乏は巨赤芽球性貧血。血清フェリチンは低下。骨髄は過形成（低形成でない）,,indexed_official,2020,180,
31-062,31,2023,62,共通,clinical-specific,専門基礎科目,臨床医学各論,認知症,neurology,アルツハイマー病の症状,,アルツハイマー病の症状は物盗られ妄想（正しい）。まだら認知症は脳血管性認知症。はぐらかし・パーキンソン症状はレビー小体型,,indexed_official,2020,180,
31-063,31,2023,63,共通,clinical-specific,専門基礎科目,臨床医学各論,糖尿病の検査,endocrine-disease,HbA1cが反映する血糖値の期間,,HbA1cは過去1〜2か月間の平均血糖値を反映。空腹時血糖・随時血糖は直近の値。GA（グリコアルブミン）は2〜3週間,,indexed_official,2020,180,
31-064,31,2023,64,共通,clinical-specific,専門基礎科目,臨床医学各論,甲状腺疾患,endocrine-disease,甲状腺機能低下症の症状,,甲状腺機能低下症の症状は体重増加（正しい）。頻脈・手指振戦・発汗過多は機能亢進症（バセドウ病）の症状,,indexed_official,2020,180,
31-065,31,2023,65,共通,clinical-specific,専門基礎科目,臨床医学各論,骨代謝疾患,musculoskeletal-disease,骨粗鬆症で最も骨折が起きにくい部位,,骨粗鬆症で最も骨折が起きにくいのは踵骨体部。好発部位は椎体・橈骨遠位部・大腿骨近位部（三大骨折部位）,,indexed_official,2020,180,
31-066,31,2023,66,共通,clinical-specific,専門基礎科目,臨床医学各論,歩行障害,musculoskeletal-disease,中殿筋機能低下による歩行障害,,中殿筋機能低下で起こるのはトレンデレンブルグ徴候（患側立脚期に健側骨盤が下がる）。クリック徴候・ドレーマン徴候は先天性股関節脱臼,,indexed_official,2020,180,
31-067,31,2023,67,共通,clinical-specific,専門基礎科目,臨床医学各論,気管支喘息,respiratory,成人気管支喘息の治療,,成人気管支喘息の治療の中心は吸入ステロイド薬（正しい）。閉塞性換気障害（拘束性でない）。発作は夜間に起きやすい。好酸球が増加,,indexed_official,2020,180,
31-068,31,2023,68,共通,clinical-specific,専門基礎科目,臨床医学各論,虚血性心疾患,cardiology,狭心症と心筋梗塞の鑑別点,,労作性狭心症と急性心筋梗塞で最も違いが明確なのは胸痛の持続時間（狭心症は数分・心筋梗塞は30分以上）,,indexed_official,2020,180,
31-069,31,2023,69,共通,clinical-specific,専門基礎科目,臨床医学各論,消化器疾患,gastroenterology,肝硬変の症状,,肝硬変の症状は女性化乳房（エストロゲン分解低下）が正しい。過敏性腸症候群は血便なし。急性胆嚢炎は右季肋部痛。慢性膵炎は下痢・脂肪便,,indexed_official,2020,180,
31-070,31,2023,70,共通,clinical-specific,専門基礎科目,臨床医学各論,上気道感染症,infectious-disease,かぜ症候群の原因,,かぜ症候群のほとんどはウイルス感染（正しい）。初期は呼吸音正常。主な感染経路は飛沫感染（空気感染でない）。抗菌薬は無効,,indexed_official,2020,180,
31-071,31,2023,71,共通,rehabilitation,専門基礎科目,リハビリテーション医学,社会資源・施設,rehabilitation,リハビリテーションに重点が置かれる施設,,リハビリテーションに重点が置かれる施設は介護老人保健施設。ケアハウスは軽費老人ホーム。グループホームは認知症対応。特養は生活支援,,indexed_official,2020,180,
31-072,31,2023,72,共通,rehabilitation,専門基礎科目,リハビリテーション医学,チーム医療・多職種連携,rehabilitation,回復期リハビリテーション病棟のチーム構成,,回復期リハ病棟の主な構成メンバーは医療ソーシャルワーカー（退院支援担当）。保健師は地域。柔道整復師は別施設。ケアマネは在宅,,indexed_official,2020,180,
31-073,31,2023,73,共通,rehabilitation,専門基礎科目,リハビリテーション医学,評価法,rehabilitation,FIMの運動項目セルフケア,,FIMの運動項目のうちセルフケアは整容（食事・整容・入浴・更衣・トイレ動作）。排便管理は括約筋コントロール。書字は認知項目,,indexed_official,2020,180,
31-074,31,2023,74,共通,rehabilitation,専門基礎科目,リハビリテーション医学,リハビリテーション職種の役割,rehabilitation,作業療法士の業務内容,,作業療法士の業務は利き手交換訓練（正しい）。嚥下訓練は言語聴覚士。義足での歩行訓練は理学療法士。自助具作製は作業療法士,,indexed_official,2020,180,
31-075,31,2023,75,共通,rehabilitation,専門基礎科目,リハビリテーション医学,肩関節の運動,musculoskeletal-system,肩甲下筋の内旋作用,,肩甲下筋は内旋に働く（正しい）。大胸筋は内旋・内転。小円筋は外旋。棘下筋は外旋に働く,,indexed_official,2020,180,
31-076,31,2023,76,共通,rehabilitation,専門基礎科目,リハビリテーション医学,脳卒中リハ,rehabilitation,ブルンストロームステージⅡの特徴,,「共同運動がわずかに出現し痙縮が出始める」はブルンストロームステージⅡ。ステージⅠは随意運動なし。ステージⅣは共同から分離,,indexed_official,2020,180,
31-077,31,2023,77,共通,rehabilitation,専門基礎科目,リハビリテーション医学,脊髄損傷のリハ,rehabilitation,C5残存頸髄損傷の可能動作,,C5残存頸髄損傷で可能な動作は肩関節外転（三角筋・棘上筋）。肘伸展はC7。手関節背屈はC6。手指屈曲はC8,,indexed_official,2020,180,
31-078,31,2023,78,共通,rehabilitation,専門基礎科目,リハビリテーション医学,切断・義肢,rehabilitation,幻肢痛と心理的要因,,幻肢痛は心理的な要因も関連している（正しい）。消炎鎮痛剤より神経ブロック・鏡療法等が有効。幻肢は時間経過で縮小（テレスコーピング）,,indexed_official,2020,180,
31-079,31,2023,79,共通,rehabilitation,専門基礎科目,リハビリテーション医学,脳性麻痺,rehabilitation,痙直型脳性麻痺の下肢変形,,痙直型脳性麻痺の下肢変形は足関節底屈（尖足）・股関節内転・内旋が特徴的。股関節外転・伸展・足関節背屈は逆の変形,,indexed_official,2020,180,
31-080,31,2023,80,共通,rehabilitation,専門基礎科目,リハビリテーション医学,換気障害,respiratory,疾患と換気障害の分類,,肺線維症は拘束性換気障害（正しい）。気管支喘息は閉塞性。高位頸髄損傷は拘束性（呼吸筋麻痺）。筋ジストロフィーは拘束性,,indexed_official,2020,180,
31-081,31,2023,81,共通,rehabilitation,専門基礎科目,リハビリテーション医学,関節疾患,musculoskeletal-disease,関節リウマチの関節変形,,関節リウマチで頸椎の環軸関節亜脱臼が起こる（正しい）。手関節は掌側脱臼。膝は外反膝（反張膝でない）。足部は外反扁平足,,indexed_official,2020,180,
31-082,31,2023,82,共通,rehabilitation,専門基礎科目,リハビリテーション医学,神経変性疾患のリハ,rehabilitation,パーキンソン病の重症度別リハ,,立ち直り反射障害・バランス不安定のPD重症度ではラインまたぎ訓練（正しい）。呼吸訓練は初期。体位変換・自助具は末期,,indexed_official,2020,180,
31-083,31,2023,83,共通,clinical-specific,専門基礎科目,臨床医学各論,脳血管疾患,neurology,左中大脳動脈梗塞の症状,,左中大脳動脈梗塞（右利き）の症状は失語症（ブローカ野・ウェルニッケ野は左半球）。失調は小脳。左半側空間無視は右半球。注意障害は両側,,indexed_official,2020,180,
31-084,31,2023,84,共通,rehabilitation,専門基礎科目,リハビリテーション医学,脳卒中リハ,rehabilitation,重度片麻痺のADL訓練（利き手交換）,,重度右片麻痺（右利き）が続く場合のADL訓練は利き手交換（左手で動作習得）。箸・両手動作・洗顔はいずれも右手の障害で困難,,indexed_official,2020,180,
31-085,31,2023,85,共通,clinical-specific,専門基礎科目,臨床医学各論,頸椎疾患,musculoskeletal-disease,頸椎症のスパーリングテスト,,右肩甲部・右上腕外側の痛みと右前腕橈側しびれ→C6神経根障害→スパーリングテストが最も陽性になりやすい,,indexed_official,2020,180,
31-086,31,2023,86,共通,clinical-specific,専門基礎科目,臨床医学各論,整形外科的装具療法,musculoskeletal-disease,頸椎症の装具療法,,C6神経根障害（頸椎症）の装具療法として最も適切なのは頸椎装具（ソフトカラー・フィラデルフィアカラー）,,indexed_official,2020,180,
31-087,31,2023,87,共通,clinical-specific,専門基礎科目,臨床医学各論,血液疾患,hematology,急性白血病の診断,,倦怠感・微熱・歯茎出血・鼻血・皮下出血斑→汎血球減少→急性白血病が最も考えられる。悪性貧血は舌炎あり。溶血性貧血は黄疸,,indexed_official,2020,180,
31-088,31,2023,88,共通,clinical-specific,専門基礎科目,臨床医学各論,血液疾患,hematology,急性白血病の診断検査,,急性白血病の診断に必要なのは血液像（芽球の確認）。葉酸は巨赤芽球性貧血。第Ⅷ凝固因子は血友病。ビリルビンは溶血性貧血,,indexed_official,2020,180,
31-089,31,2023,89,共通,clinical-specific,専門基礎科目,臨床医学各論,泌尿器疾患,renal-urological,過活動膀胱の診断,,頻尿・尿意切迫感・尿検査正常・残尿なし→過活動膀胱。急性膀胱炎は細菌尿・頻尿・排尿痛。腎盂腎炎は発熱・腰背部痛,,indexed_official,2020,180,
31-090,31,2023,90,共通,clinical-specific,専門基礎科目,臨床医学各論,泌尿器疾患治療,renal-urological,過活動膀胱の生活指導,,過活動膀胱の生活指導で適切なのは骨盤底筋訓練。坐位時間を短くする。尿意の我慢（膀胱訓練）。適切な水分摂取（過度な制限は濃縮尿で逆効果）,,indexed_official,2020,180,
31-091,31,2023,91,共通,oriental-overview,専門科目,東洋医学概論,五行色体,tcm-fundamentals,五臓と五労の対応（誤りを問う）,,肺は久臥（正しくは久臥=肺の労）ではなく「肺は久臥」が正解。問題文では久坐=脾・久視=肝・久立=腎は正しい。肺の五労は久臥,,indexed_official,2020,180,
31-092,31,2023,92,共通,oriental-overview,専門科目,東洋医学概論,精気神,tcm-fundamentals,精の生理作用,,精の生理作用：成長・発育・生殖活動を行うもととなる基本的物質（正しい）。血脈を満たすのは血。呼吸を推動するのは宗気。体温維持は衛気,,indexed_official,2020,180,
31-093,31,2023,93,共通,oriental-overview,専門科目,東洋医学概論,気の種類,tcm-fundamentals,三焦を通り臓腑の気となるもの（原気）,,三焦を通って臓腑の気になるのは原気（腎の先天の精が化生）。宗気は胸に積む。衛気は脈外を循る。営気は脈中を循る,,indexed_official,2020,180,
31-094,31,2023,94,共通,oriental-overview,専門科目,東洋医学概論,臓腑論・五行,tcm-fundamentals,肝の条達作用と相生臓腑,,条達作用は肝（木行）→相生は木生火→火行は心→心の作用は気血の源（正しい）。水穀の海は胃。水の上源は肺。陰陽の根本は腎,,indexed_official,2020,180,
31-095,31,2023,95,共通,oriental-overview,専門科目,東洋医学概論,臓腑論,tcm-fundamentals,肺の外邪防護作用（華蓋）,,肺が外邪の侵襲を防ぎ臓腑を保護する働きを示すのは華蓋（肺は臓腑の最高位にある）。嬌臓は肺の繊細さ。粛降・宣発は肺の機能,,indexed_official,2020,180,
31-096,31,2023,96,共通,oriental-overview,専門科目,東洋医学概論,臓腑論,tcm-fundamentals,降濁作用の補助を受ける機能,,降濁作用（肺の粛降）の補助を受けているのは伝化（大腸の食物糟粕の通降）。疏泄は肝。粛降は肺自身。化物は脾,,indexed_official,2020,180,
