id,examRound,year,questionNumber,session,subject,officialLarge,officialMedium,officialSmall,normalizedTheme,subTheme,importance,studyPoint,sourceUrl,sourceReliability,blueprintVersion,questionCountMode,memo
30-041,30,2022,41,共通,臨床医学各論,専門基礎科目,臨床医学各論,末梢神経障害,neurology,鷲手をきたす罹患神経,,鷲手（下位型尺骨神経麻痺）：第4・5指の基節骨過伸展・末節屈曲。下垂手は橈骨神経麻痺。猿手（母指対立不能）は正中神経麻痺,,indexed_official,2020,180,
30-042,30,2022,42,共通,臨床医学各論,専門基礎科目,臨床医学各論,脂質異常症,cardiology,基準値を下回ると動脈硬化リスクが増加する血中脂質,,HDLコレステロール（善玉）は40mg/dL未満で動脈硬化リスク増大。LDL高値・HDL低値・中性脂肪高値がメタボの診断基準,,indexed_official,2020,180,
30-043,30,2022,43,共通,臨床医学各論,専門基礎科目,臨床医学各論,リンパ節腫脹,hematology,リンパ節腫脹の原因,,リンパ節腫脹の原因：感染症（細菌・ウイルス）・悪性リンパ腫・転移性腫瘍・サルコイドーシス・膠原病。圧痛あれば炎症性・硬く無痛なら腫瘍性を疑う,,indexed_official,2020,180,
30-044,30,2022,44,共通,臨床医学各論,専門基礎科目,臨床医学各論,呼吸器症状,respiratory,呼吸器症状の特徴,,喀血（気道・肺からの出血：鮮紅色・泡沫状）と吐血（消化管からの出血：暗赤色・コーヒー残渣様）の区別。チアノーゼは還元ヘモグロビン5g/dL以上で出現,,indexed_official,2020,180,
30-045,30,2022,45,共通,臨床医学総論,専門基礎科目,臨床医学総論,救急医療,clinical-general,一次救命処置（BLS）について,,BLS：胸骨圧迫100〜120回/分・深さ5〜6cm・AED使用。圧迫30：人工呼吸2の比率。医師の指示なく一般市民・鍼灸師でも実施可能,,indexed_official,2020,180,
30-046,30,2022,46,共通,臨床医学各論,専門基礎科目,臨床医学各論,意識障害,neurology,意識障害の重症度分類,,JCS（ジャパン・コーマ・スケール）：Ⅰ（刺激なしで覚醒）・Ⅱ（刺激で覚醒）・Ⅲ（刺激しても覚醒なし）の3段階。Ⅲ-300が最も重篤（深昏睡）,,indexed_official,2020,180,
30-047,30,2022,47,共通,臨床医学総論,専門基礎科目,臨床医学総論,栄養・代謝,clinical-general,やせをきたしやすい疾患,,るいそうをきたす疾患：甲状腺機能亢進症・悪性腫瘍・結核・糖尿病（インスリン不足）・副腎不全。肥満をきたすのはCushing症候群・甲状腺機能低下症,,indexed_official,2020,180,
30-048,30,2022,48,共通,臨床医学各論,専門基礎科目,臨床医学各論,めまい,neurology,めまいをきたす疾患の分類,,末梢性めまい（回転性強い・耳症状あり）：BPPV・前庭神経炎・メニエール病。中枢性めまい（持続性・小脳・脳幹病変）：脳梗塞・小脳出血,,indexed_official,2020,180,
30-049,30,2022,49,共通,臨床医学各論,専門基礎科目,臨床医学各論,変形性関節症,musculoskeletal-disease,変形性関節症の単純X線所見,,変形性関節症のX線所見：関節裂隙狭小化・骨棘形成・軟骨下骨硬化・骨嚢腫。骨粗鬆症像（骨萎縮）はRAに多い。変形性はOA（Osteoarthritis）,,indexed_official,2020,180,
30-050,30,2022,50,共通,臨床医学各論,専門基礎科目,臨床医学各論,骨代謝疾患,musculoskeletal-disease,くる病の治療,,くる病（ビタミンD欠乏による小児の骨石灰化障害）の治療：ビタミンD補充・カルシウム補充・日光曝露。ビスホスホネートは骨粗鬆症治療薬でくる病に不適切,,indexed_official,2020,180,
30-051,30,2022,51,共通,臨床医学各論,専門基礎科目,臨床医学各論,骨・軟部組織疾患,musculoskeletal-disease,骨化性筋炎の原因,,骨化性筋炎は外傷・繰り返す微小外傷による筋肉内の異所性骨化。固定中の反復ストレッチ・過激なマッサージで悪化するため施術に注意,,indexed_official,2020,180,
30-052,30,2022,52,共通,臨床医学各論,専門基礎科目,臨床医学各論,外傷,musculoskeletal-disease,外傷とその原因の組合せ,,コーレス骨折（橈骨遠位端）：転倒・手掌をついた際。マレット変形：指先への強制屈曲。ボクサー骨折：第5中手骨頸部骨折（拳で打つ）,,indexed_official,2020,180,
30-053,30,2022,53,共通,臨床医学各論,専門基礎科目,臨床医学各論,神経筋疾患,neurology,ALSによくみられるもの,,ALS：上位・下位運動ニューロン障害（筋萎縮・線維束性収縮・痙縮・腱反射亢進が混在）。感覚障害・排尿障害・眼球運動障害は通常みられない（Spared systems）,,indexed_official,2020,180,
30-054,30,2022,54,共通,臨床医学各論,専門基礎科目,臨床医学各論,パーキンソン病,neurology,パーキンソン病の振戦が起こりやすい場面,,パーキンソン病の振戦は安静時振戦（pill-rolling tremor）が特徴。随意運動時には減少し、安静・緊張時に出現・増悪する。本態性振戦は動作時,,indexed_official,2020,180,
30-055,30,2022,55,共通,臨床医学各論,専門基礎科目,臨床医学各論,脳血管疾患,neurology,高血圧性脳出血の最好発部位,,高血圧性脳出血の最好発部位は被殻（全体の約60%）。レンズ核線条体動脈が破綻する。次いで視床・小脳・橋・皮質下の順,,indexed_official,2020,180,
30-056,30,2022,56,共通,臨床医学各論,専門基礎科目,臨床医学各論,血液疾患,hematology,汎血球減少症をきたす疾患,,汎血球減少症（赤血球・白血球・血小板すべて減少）：再生不良性貧血・骨髄異形成症候群・白血病（骨髄浸潤）・巨赤芽球性貧血（ビタミンB12・葉酸欠乏）,,indexed_official,2020,180,
30-057,30,2022,57,共通,臨床医学各論,専門基礎科目,臨床医学各論,白血病,hematology,急性骨髄性白血病の特徴,,AML：骨髄芽球増加・Auer小体出現（特徴的）・汎血球減少・M3型（APL）はDICを合併しやすい。ALL（急性リンパ性）は小児に多い,,indexed_official,2020,180,
30-058,30,2022,58,共通,臨床医学各論,専門基礎科目,臨床医学各論,婦人科疾患,gynecology,子宮筋腫の特徴,,子宮筋腫：良性の平滑筋腫瘍・エストロゲン依存性（閉経後に縮小）・月経過多・不正出血・貧血を引き起こす。最多の女性生殖器良性腫瘍,,indexed_official,2020,180,
30-059,30,2022,59,共通,臨床医学各論,専門基礎科目,臨床医学各論,呼吸器感染症,respiratory,非結核性抗酸菌症の特徴,,NTM症：人から人への感染なし（土壌・水道水が感染源）。肺MAC症が最多。抗結核薬に抵抗性。高齢女性・側弯体型（Lady Windermere症候群）に多い,,indexed_official,2020,180,
30-060,30,2022,60,共通,臨床医学各論,専門基礎科目,臨床医学各論,腎疾患,renal-urological,腎前性腎不全の病因,,腎前性腎不全：腎への血流量低下が原因（出血・脱水・心不全・ショック）。BUN/Cr比上昇。腎自体には障害なく補液で改善する,,indexed_official,2020,180,
30-061,30,2022,61,共通,臨床医学各論,専門基礎科目,臨床医学各論,不整脈,cardiology,予後が最も良い不整脈,,予後が良い不整脈：洞性不整脈（呼吸性変動・正常範囲）。上室性期外収縮も多くは良性。心室細動・完全房室ブロック・心室頻拍は致死的,,indexed_official,2020,180,
30-062,30,2022,62,共通,臨床医学各論,専門基礎科目,臨床医学各論,眼科疾患,dermatology,日本における後天性失明の最多原因,,日本の後天性失明原因1位：緑内障（視神経障害による不可逆的視野障害）。2位：糖尿病網膜症。3位：網膜色素変性。加齢黄斑変性は増加中,,indexed_official,2020,180,
30-063,30,2022,63,共通,臨床医学総論,専門基礎科目,臨床医学総論,免疫学,immunology,Ⅳ型アレルギーの特徴,,Ⅳ型（遅延型・細胞性）アレルギー：T細胞が主体・抗体非関与・24〜72時間で発現。接触性皮膚炎・ツベルクリン反応・移植拒絶反応が代表例,,indexed_official,2020,180,
30-064,30,2022,64,共通,臨床医学各論,専門基礎科目,臨床医学各論,精神発達障害,neurology,3つの特徴がみられる発達障害,,自閉スペクトラム症（ASD）の特徴：社会的コミュニケーション障害・反復的行動・常同行動・感覚過敏の3主徴。ADHDは不注意・多動・衝動性が2〜3主徴,,indexed_official,2020,180,
30-065,30,2022,65,共通,衛生学・公衆衛生学,専門基礎科目,衛生学・公衆衛生学,感染症,infectious-disease,感染症と媒介生物の組合せ,,媒介生物と感染症：蚊→マラリア・日本脳炎・デング熱。マダニ→ライム病・日本紅斑熱・重症熱性血小板減少症候群（SFTS）。シラミ→発疹チフス,,indexed_official,2020,180,
30-066,30,2022,66,共通,臨床医学各論,専門基礎科目,臨床医学各論,膵臓疾患,gastroenterology,急性膵炎の最多タイプ,,急性膵炎の主要2大原因：アルコール性（男性に多い）と胆石性（女性に多い）。重症化はSIRS→多臓器不全。CT・血清アミラーゼ・リパーゼで診断,,indexed_official,2020,180,
30-067,30,2022,67,共通,衛生学・公衆衛生学,専門基礎科目,衛生学・公衆衛生学,感染症対策,infectious-disease-control,予防接種が有効な感染症,,ワクチン有効感染症：麻疹・風疹・水痘・流行性耳下腺炎・B型肝炎・破傷風・ジフテリア・百日咳・肺炎球菌。HIV・マラリア・HCVはワクチン未開発,,indexed_official,2020,180,
30-068,30,2022,68,共通,衛生学・公衆衛生学,専門基礎科目,衛生学・公衆衛生学,ウイルス感染症,infectious-disease,アデノウイルス感染症の特徴,,アデノウイルス：咽頭結膜熱（プール熱）・流行性角結膜炎・出血性膀胱炎。非エンベロープDNAウイルスでアルコール消毒に抵抗性あり（次亜塩素酸が有効）,,indexed_official,2020,180,
30-069,30,2022,69,共通,臨床医学各論,専門基礎科目,臨床医学各論,消化器腫瘍,gastroenterology,大腸癌の特徴,,大腸癌：S状結腸・直腸に好発。粘血便・便潜血陽性・便柱狭小化が症状。腺癌が最多組織型。遺伝性（家族性大腸腺腫症・Lynch症候群）もある,,indexed_official,2020,180,
30-070,30,2022,70,共通,臨床医学各論,専門基礎科目,臨床医学各論,肝炎,gastroenterology,ウイルス性肝炎と感染経路,,A型・E型肝炎：経口感染（糞口感染）。B型・C型・D型肝炎：血液・体液感染（輸血・性行為・母子感染）。B型はワクチン有・C型は直接作用型抗ウイルス薬で根治可能,,indexed_official,2020,180,
30-071,30,2022,71,共通,リハビリテーション医学,専門基礎科目,リハビリテーション医学,社会的リハビリテーション,rehabilitation,社会的リハビリテーションに該当するもの,,社会的リハビリテーション：社会参加支援・就労支援・バリアフリー環境整備・社会保障サービス活用。身体的は機能回復訓練。職業的は就労特化支援,,indexed_official,2020,180,
30-072,30,2022,72,共通,リハビリテーション医学,専門基礎科目,リハビリテーション医学,多職種連携,rehabilitation,退院後の在宅施設利用調整を行う職種,,退院後の在宅サービス（介護保険サービス等）の利用調整は介護支援専門員（ケアマネジャー）が担う。MSWは入院中の退院支援・社会福祉資源の紹介,,indexed_official,2020,180,
30-073,30,2022,73,共通,リハビリテーション医学,専門基礎科目,リハビリテーション医学,歩行分析,rehabilitation,疾患と異常歩行の組合せ,,片麻痺→分回し歩行（患側下肢を外側に振り回す）。PD→小刻み歩行・すくみ足。中殿筋麻痺→トレンデレンブルグ歩行。小脳失調→酩酊様歩行,,indexed_official,2020,180,
30-074,30,2022,74,共通,リハビリテーション医学,専門基礎科目,リハビリテーション医学,装具療法,rehabilitation,手関節背屈装具の適応,,手関節背屈装具（コックアップスプリント）の適応：橈骨神経麻痺（垂手）。尺骨神経麻痺には中手指節関節伸展装具（鷲手矯正）。神経麻痺と装具の対応を整理,,indexed_official,2020,180,
30-075,30,2022,75,共通,リハビリテーション医学,専門基礎科目,リハビリテーション医学,動作分析,rehabilitation,スプーン操作の前腕・手関節運動,,スプーン操作：肘屈曲→前腕回外（食物を掬う）→手関節背屈・橈屈（口に運ぶ）。前腕回内・手関節掌屈では内容物をこぼすため不適切,,indexed_official,2020,180,
30-076,30,2022,76,共通,リハビリテーション医学,専門基礎科目,リハビリテーション医学,脳卒中リハ,rehabilitation,生活期に最も使用される装具,,脳卒中片麻痺の生活期（在宅期）で最多使用される装具はプラスチック製短下肢装具（AFO）。尖足変形を防ぎ安定した歩行を実現する,,indexed_official,2020,180,
30-077,30,2022,77,共通,リハビリテーション医学,専門基礎科目,リハビリテーション医学,脊髄損傷,rehabilitation,脊髄損傷の自律神経過反射,,自律神経過反射：T6以上の損傷で発生。誘因は膀胱充満・便秘・圧迫。急激な血圧上昇・発汗・頭痛・顔面紅潮→座位・誘因除去が緊急対応,,indexed_official,2020,180,
30-078,30,2022,78,共通,リハビリテーション医学,専門基礎科目,リハビリテーション医学,義肢,rehabilitation,PTB下腿義足の特徴,,PTB（Patella Tendon Bearing）義足：膝蓋腱・膝蓋骨下縁で体重を主に支持。下腿切断で膝関節機能が保たれた場合に適応。ソケットの適合が重要,,indexed_official,2020,180,
30-079,30,2022,79,共通,リハビリテーション医学,専門基礎科目,リハビリテーション医学,脳性麻痺,rehabilitation,脳性麻痺の定義と特徴,,脳性麻痺：胎児期〜生後4週（新生児期）以内の脳損傷による非進行性の運動・姿勢障害。知的障害・てんかん・コミュニケーション障害を合併することが多い,,indexed_official,2020,180,
30-080,30,2022,80,共通,臨床医学各論,専門基礎科目,臨床医学各論,呼吸器疾患,respiratory,ヒュー・ジョーンズ分類,,ヒュー・ジョーンズ分類：COPD等の労作時呼吸困難の重症度を5段階評価。Ⅰ度（健常者と同様）〜Ⅴ度（安静時も呼吸困難）。MRCスケールとともに使用,,indexed_official,2020,180,
30-081,30,2022,81,共通,リハビリテーション医学,専門基礎科目,リハビリテーション医学,変形性膝関節症リハ,rehabilitation,変形性膝関節症の最も適切なリハ,,変形性膝関節症のリハ：大腿四頭筋（特に内側広筋）強化訓練が基本。体重コントロール・水中歩行・痛みに応じた有酸素運動が推奨,,indexed_official,2020,180,
30-082,30,2022,82,共通,臨床医学各論,専門基礎科目,臨床医学各論,パーキンソン病,neurology,パーキンソン病の症状,,PD4主徴：安静時振戦・筋強剛（歯車様）・無動・姿勢反射障害。非運動症状：便秘・抑うつ・嗅覚障害・睡眠障害・自律神経症状（起立性低血圧等）,,indexed_official,2020,180,
30-083,30,2022,83,共通,臨床医学各論,専門基礎科目,臨床医学各論,脳血管疾患,neurology,右被殻出血の高次脳機能障害,,右半球の被殻出血では左半側空間無視（左USN）が出現しやすい。失語症は左半球病変。半側空間無視は日常生活・リハに大きく影響する,,indexed_official,2020,180,
30-084,30,2022,84,共通,リハビリテーション医学,専門基礎科目,リハビリテーション医学,高次脳機能障害,rehabilitation,視覚見落とし（左USN）への対応,,左半側空間無視への対応：重要物を患者の右側に配置・視覚的手がかり・プリズム適応療法・ミラーセラピー（幻肢痛には使用）は不適切,,indexed_official,2020,180,
30-085,30,2022,85,共通,臨床医学各論,専門基礎科目,臨床医学各論,肩関節疾患,musculoskeletal-disease,肩関節脱臼の診察所見,,肩関節前方脱臼の所見：方形肩・上腕外転外旋位・腋窩部の血管神経損傷（腋窩神経→デルタ領域感覚低下）。デュガステスト陽性,,indexed_official,2020,180,
30-086,30,2022,86,共通,臨床医学各論,専門基礎科目,臨床医学各論,肩関節疾患,musculoskeletal-disease,肩関節脱臼の確定検査,,肩関節脱臼診断確定の最適検査は単純X線（前後像・腋窩像・Y字像）。脱臼方向と骨折合併を確認。MRIは軟部組織（腱板・骨頭）損傷確認に有用,,indexed_official,2020,180,
30-087,30,2022,87,共通,臨床医学各論,専門基礎科目,臨床医学各論,腎疾患,renal-urological,背部鈍痛の最疑患疾患,,右腰背部鈍痛・肋脊柱角叩打痛（+）・発熱・頻尿→腎盂腎炎が最も疑わしい。腰椎椎間板ヘルニアは下肢放散痛あり。腎細胞癌は無症候性血尿,,indexed_official,2020,180,
30-088,30,2022,88,共通,臨床医学各論,専門基礎科目,臨床医学各論,腎疾患,renal-urological,腎盂腎炎の確定検査,,腎盂腎炎の確定診断：尿培養（細菌の同定と薬剤感受性検査）が必須。尿定性は参考値。血培養は敗血症合併時。超音波は尿路閉塞・膿瘍の有無確認,,indexed_official,2020,180,
30-089,30,2022,89,共通,臨床医学各論,専門基礎科目,臨床医学各論,眼科疾患,dermatology,飛蚊症の症状,,飛蚊症：視野に黒点・糸くず・虫のような浮遊物が見える症状。原因：後部硝子体剥離（最多・生理的）・網膜裂孔・硝子体出血・ぶどう膜炎。急増したら緊急受診,,indexed_official,2020,180,
