id,examRound,year,questionNumber,session,subject,officialLarge,officialMedium,officialSmall,normalizedTheme,subTheme,importance,studyPoint,sourceUrl,sourceReliability,blueprintVersion,questionCountMode,memo
29-018,29,2021,18,共通,解剖学,専門基礎科目,解剖学,心臓の構造,circulatory-system,心臓の構造と弁の位置,,心臓は左心房・左心室・右心房・右心室の4腔。僧帽弁（二尖弁）は左房室間。三尖弁は右房室間。大動脈弁・肺動脈弁は半月弁。弁の位置と血流方向を整理,,indexed_official,2020,180,
29-019,29,2021,19,共通,解剖学,専門基礎科目,解剖学,肺の構造,visceral-anatomy,肺葉と気管支の解剖,,右肺は3葉（上・中・下葉）・左肺は2葉（上・下葉）。右肺には中葉気管支がある。肺門は気管支・肺動脈・肺静脈・リンパ管・神経が出入りする,,indexed_official,2020,180,
29-020,29,2021,20,共通,解剖学,専門基礎科目,解剖学,小腸の構造,visceral-anatomy,十二指腸・空腸・回腸の特徴,,十二指腸は腹膜後位で長さ約25cm・C字形。空腸は輪状ヒダが発達。回腸はパイエル板が多い。回盲弁（バウヒン弁）で大腸と接続,,indexed_official,2020,180,
29-021,29,2021,21,共通,解剖学,専門基礎科目,解剖学,腎臓の構造,visceral-anatomy,ネフロンと腎臓の部位,,ネフロン（腎単位）＝糸球体＋ボーマン嚢＋尿細管。皮質に糸球体・髄質に髄係蹄（ループ）。尿管口は腎盂から始まる。腎門は内側に位置,,indexed_official,2020,180,
29-022,29,2021,22,共通,解剖学,専門基礎科目,解剖学,脳の構造,nervous-system,間脳・脳幹・小脳の構造,,間脳＝視床＋視床下部。脳幹＝中脳＋橋＋延髄。小脳は平衡・協調運動。延髄は呼吸・心拍・嚥下中枢。橋には睡眠中枢・三叉神経核,,indexed_official,2020,180,
29-023,29,2021,23,共通,解剖学,専門基礎科目,解剖学,脳神経,nervous-system,12対の脳神経と機能,,嗅神経（Ⅰ）・視神経（Ⅱ）・動眼（Ⅲ）・滑車（Ⅳ）・三叉（Ⅴ）・外転（Ⅵ）・顔面（Ⅶ）・内耳（Ⅷ）・舌咽（Ⅸ）・迷走（Ⅹ）・副（Ⅺ）・舌下（Ⅻ）の起始核と機能,,indexed_official,2020,180,
29-024,29,2021,24,共通,生理学,専門基礎科目,生理学,細胞小器官,metabolic-physiology,細胞小器官の機能,,ミトコンドリア：ATP産生（酸化的リン酸化）。リボソーム：タンパク質合成。ゴルジ体：分泌タンパク修飾。リソソーム：細胞内消化。核小体：rRNA産生,,indexed_official,2020,180,
29-025,29,2021,25,共通,生理学,専門基礎科目,生理学,胃液分泌調節,metabolic-physiology,胃液分泌の調節機序,,脳相（迷走神経刺激→ACh→胃液分泌）。胃相（ガストリン分泌→塩酸・ペプシン産生）。腸相（セクレチン・CCK→分泌抑制）。ガストリンはG細胞から産生,,indexed_official,2020,180,
29-026,29,2021,26,共通,生理学,専門基礎科目,生理学,ビタミン,metabolic-physiology,脂溶性・水溶性ビタミンの種類と欠乏症,,脂溶性：A（夜盲症）・D（くる病）・E（抗酸化）・K（血液凝固）。水溶性：B1（脚気）・B2・B12（悪性貧血）・葉酸・C（壊血病）。過剰症は脂溶性のみ,,indexed_official,2020,180,
29-027,29,2021,27,共通,生理学,専門基礎科目,生理学,ホルモン分類,endocrine-physiology,ホルモンの化学的分類,,ペプチドホルモン（水溶性・細胞膜受容体）：インスリン・グルカゴン・成長ホルモン。ステロイドホルモン（脂溶性・核内受容体）：副腎皮質ホルモン・性ホルモン。アミン型：甲状腺ホルモン・カテコラミン,,indexed_official,2020,180,
29-028,29,2021,28,共通,生理学,専門基礎科目,生理学,性周期,metabolic-physiology,月経周期とホルモン変動,,卵胞期：FSH↑・エストロゲン↑。排卵：LHサージ。黄体期：プロゲステロン↑。月経：エストロゲン・プロゲステロン↓。基礎体温は黄体期に上昇,,indexed_official,2020,180,
29-029,29,2021,29,共通,生理学,専門基礎科目,生理学,自律神経受容体,neurophysiology,アドレナリン受容体とコリン受容体の分布,,α1受容体：血管収縮・瞳孔散大。β1受容体：心拍数増加。β2受容体：気管支拡張・血管拡張。ムスカリン受容体：心拍数低下・腺分泌・平滑筋収縮,,indexed_official,2020,180,
29-030,29,2021,30,共通,生理学,専門基礎科目,生理学,筋収縮機序,metabolic-physiology,筋収縮の滑り説とエネルギー,,Ca²⁺放出→トロポニンC結合→アクチン・ミオシン架橋形成→滑走。弛緩時（ミオシン頭部がアクチンから離れる）にATPが必要。無酸素性代謝（クレアチンリン酸・解糖）,,indexed_official,2020,180,
29-031,29,2021,31,共通,生理学,専門基礎科目,生理学,聴覚生理,neurophysiology,音波の伝導と内耳の機能,,外耳→鼓膜→耳小骨（ツチ骨・キヌタ骨・アブミ骨）→前庭窓→蝸牛（コルチ器：有毛細胞）→聴神経。音の高さは蝸牛基底部（高音）〜頂部（低音）で識別,,indexed_official,2020,180,
29-032,29,2021,32,共通,生理学,専門基礎科目,生理学,免疫グロブリン,immunology,免疫グロブリンの種類と機能,,IgG：最多・胎盤通過・二次免疫応答主役。IgM：初次応答最初に産生・五量体。IgA：分泌型（初乳・唾液）。IgE：アレルギー・寄生虫。IgD：B細胞膜上,,indexed_official,2020,180,
29-033,29,2021,33,共通,病理学,専門基礎科目,病理学,疾病経過,pathology,疾病の転帰と予後の概念,,疾病の転帰：完全治癒・不完全治癒（瘢痕・機能障害残存）・慢性化・死亡。寛解（症状消失）と緩解の違い。急性疾患と慢性疾患の経過の違い,,indexed_official,2020,180,
29-034,29,2021,34,共通,病理学,専門基礎科目,病理学,遺伝形式,pathology,常染色体・X連鎖遺伝の形式,,常染色体優性（顕性）：ハンチントン病・家族性大腸腺腫症・マルファン症候群。常染色体劣性（潜性）：フェニルケトン尿症・嚢胞性線維症。X連鎖劣性：血友病A・デュシェンヌ型筋ジストロフィー,,indexed_official,2020,180,
29-035,29,2021,35,共通,病理学,専門基礎科目,病理学,梗塞,pathology,梗塞の種類と成立条件,,貧血性梗塞（白色梗塞）：心臓・腎臓・脾臓（終動脈性の臓器）。出血性梗塞（赤色梗塞）：肺・腸（二重血行・側副血行豊富）。脳は混在する,,indexed_official,2020,180,
29-036,29,2021,36,共通,病理学,専門基礎科目,病理学,塞栓症,pathology,塞栓の種類と塞栓症,,血栓性塞栓（最多）：深部静脈血栓→肺塞栓。脂肪塞栓：骨折後。空気塞栓：静脈注射・潜水病。腫瘍塞栓：癌転移機序。羊水塞栓：分娩時,,indexed_official,2020,180,
29-037,29,2021,37,共通,病理学,専門基礎科目,病理学,感染症分類,infectious-disease,感染症法による感染症の分類,,1類（エボラ出血熱・ペスト等・入院措置）。2類（結核・ポリオ等）。3類（コレラ・腸チフス等）。4類（マラリア・デング熱等）。5類（インフルエンザ・HIV等）,,indexed_official,2020,180,
29-038,29,2021,38,共通,病理学,専門基礎科目,病理学,性差と疾患,pathology,男女差がある疾患の特徴,,女性に多い疾患：SLE・橋本病・関節リウマチ・骨粗鬆症・胆石（肥満・多産・40代・女性：4F）。男性に多い：痛風・心筋梗塞（50歳以前）・腎結石・胃がん,,indexed_official,2020,180,
29-039,29,2021,39,共通,病理学,専門基礎科目,病理学,易感染性,infectious-disease,易感染性をきたす状態,,易感染性の原因：糖尿病（高血糖で白血球機能低下）・ステロイド薬長期使用（免疫抑制）・抗がん剤（好中球減少）・HIV感染・無脾症・血液透析。日和見感染の原因菌を覚える,,indexed_official,2020,180,
29-040,29,2021,40,共通,臨床医学各論,専門基礎科目,臨床医学各論,意識障害の評価,neurology,JCSとGCSスケールの評価法,,JCS（Japan Coma Scale）：I桁（刺激なしで開眼）・II桁（刺激で開眼）・III桁（痛み刺激でも開眼せず）。GCSは開眼・言語・運動の3項目合計15点満点,,indexed_official,2020,180,
29-041,29,2021,41,共通,臨床医学各論,専門基礎科目,臨床医学各論,病的反射,neurology,病的反射の種類と意義,,バビンスキー反射（足底を擦ると母趾背屈→上位運動ニューロン障害）。チャドック反射・オッペンハイム反射も同義。ホフマン反射・トレムナー反射は手の錐体路障害サイン,,indexed_official,2020,180,
29-042,29,2021,42,共通,臨床医学各論,専門基礎科目,臨床医学各論,換気機能障害,respiratory,閉塞性・拘束性換気障害の鑑別,,閉塞性：%FEV1（1秒率）低下（COPD・喘息）。拘束性：%VC（努力性肺活量）低下（肺線維症・胸郭変形）。混合性：両方低下。FEV1/FVC<70%が閉塞性の診断基準,,indexed_official,2020,180,
29-043,29,2021,43,共通,臨床医学総論,専門基礎科目,臨床医学総論,腫瘍マーカー,clinical-general,腫瘍マーカーと対応臓器,,PSA（前立腺）・CEA（大腸・肺・膵）・AFP（肝細胞がん・卵黄嚢腫瘍）・CA19-9（膵臓・胆道）・CA125（卵巣）・HCG（絨毛がん）を臓器別に整理,,indexed_official,2020,180,
29-044,29,2021,44,共通,臨床医学各論,専門基礎科目,臨床医学各論,ウイルス感染症,infectious-disease,ウイルス感染症の特徴と合併症,,麻疹の合併症（中耳炎・肺炎・脳炎・亜急性硬化性全脳炎）。風疹は先天性風疹症候群（三徴：難聴・心奇形・白内障）。水痘・帯状疱疹は同ウイルス（VZV）,,indexed_official,2020,180,
29-045,29,2021,45,共通,臨床医学各論,専門基礎科目,臨床医学各論,徒手検査法,musculoskeletal-disease,整形外科的徒手検査と対応疾患,,マクマレーテスト（半月板損傷）・アプレー圧迫テスト（半月板）・ラックマンテスト（前十字靭帯）。パトリックテスト（股関節疾患）・SLRテスト（腰椎椎間板ヘルニア）,,indexed_official,2020,180,
29-046,29,2021,46,共通,臨床医学総論,専門基礎科目,臨床医学総論,バイタルサイン,clinical-general,正常バイタルサインの範囲,,成人正常値：体温36〜37℃・脈拍60〜100回/分・血圧120/80mmHg未満・呼吸数12〜20回/分・SpO2 96%以上。頻脈100以上・徐脈60未満の鑑別,,indexed_official,2020,180,
29-047,29,2021,47,共通,臨床医学各論,専門基礎科目,臨床医学各論,めまい,neurology,末梢性・中枢性めまいの鑑別,,末梢性（内耳・前庭神経）：回転性めまい・耳鳴り・難聴あり・水平回旋性眼振・固視抑制あり。中枢性（小脳・脳幹）：体平衡障害強い・垂直性眼振・固視抑制なし,,indexed_official,2020,180,
29-048,29,2021,48,共通,臨床医学各論,専門基礎科目,臨床医学各論,黄疸の分類,hematology,黄疸の分類と鑑別診断,,溶血性（間接ビリルビン↑）：溶血性貧血。肝細胞性（直接・間接↑）：ウイルス性肝炎・肝硬変。閉塞性（直接ビリルビン↑）：胆石・膵頭部癌・胆管癌。検査値の違いを整理,,indexed_official,2020,180,
29-049,29,2021,49,共通,臨床医学各論,専門基礎科目,臨床医学各論,発育性股関節形成不全,musculoskeletal-disease,先天性股関節脱臼の診断と治療,,リスク因子：女児・初産・家族歴・骨盤位分娩・冬生まれ。股関節開排制限（オルトラニサイン・バーロー法）。治療：リーメンビューゲル（外転装具）装着,,indexed_official,2020,180,
29-050,29,2021,50,共通,臨床医学各論,専門基礎科目,臨床医学各論,脊柱変形,musculoskeletal-disease,側弯・後弯・前弯の分類と原因,,側弯症（脊柱側弯）：特発性（思春期女子に多い）・症候性。後弯：円背（老人性）・亀背（結核性）・脊椎骨折後。前弯増強：股関節屈曲拘縮・妊娠,,indexed_official,2020,180,
29-051,29,2021,51,共通,臨床医学各論,専門基礎科目,臨床医学各論,外傷応急処置,musculoskeletal-disease,外傷に対するRICE処置,,RICE：Rest（安静）・Ice（冷却）・Compression（圧迫）・Elevation（挙上）。軟部組織損傷（捻挫・打撲・肉離れ）への急性期処置。48〜72時間後に温熱療法へ移行,,indexed_official,2020,180,
29-052,29,2021,52,共通,臨床医学各論,専門基礎科目,臨床医学各論,筋疾患,neurology,筋ジストロフィーの特徴,,デュシェンヌ型：X連鎖劣性・男児発症・ジストロフィン欠損・腓腹筋仮性肥大・ガワーズ徴候・10歳代で歩行不能。ベッカー型は進行緩徐。肢帯型は成人発症,,indexed_official,2020,180,
29-053,29,2021,53,共通,臨床医学各論,専門基礎科目,臨床医学各論,運動ニューロン疾患,neurology,筋萎縮性側索硬化症（ALS）の特徴,,上位・下位運動ニューロン両方が侵される。筋萎縮（下位MN障害）＋腱反射亢進（上位MN障害）が共存。感覚障害なし・眼球運動保持・括約筋保持（初期）。進行性で予後不良,,indexed_official,2020,180,
29-054,29,2021,54,共通,臨床医学各論,専門基礎科目,臨床医学各論,認知症の鑑別,neurology,アルツハイマー型・血管性・レビー小体型認知症の鑑別,,アルツハイマー型：徐々に進行・記銘力低下から始まる・MMSE低下・抗コリンエステラーゼ薬。レビー小体型：幻視・パーキンソン症状・睡眠行動障害。血管性：段階的進行・脳卒中後,,indexed_official,2020,180,
29-055,29,2021,55,共通,臨床医学各論,専門基礎科目,臨床医学各論,貧血の分類,hematology,MCV・MCHCによる貧血の形態的分類,,小球性低色素性（MCV低・MCHC低）：鉄欠乏性貧血・サラセミア。大球性正色素性（MCV高）：巨赤芽球性（VitB12・葉酸欠乏）。正球性正色素性：溶血性貧血・再生不良性貧血,,indexed_official,2020,180,
29-056,29,2021,56,共通,臨床医学各論,専門基礎科目,臨床医学各論,尿路感染症,renal-urological,膀胱炎・腎盂腎炎の症状と原因,,膀胱炎：頻尿・排尿時痛・尿混濁・発熱なし・女性に多い。腎盂腎炎：高熱・悪寒・腰背部痛・肋骨脊椎角叩打痛陽性・全身症状。原因菌は大腸菌最多,,indexed_official,2020,180,
29-057,29,2021,57,共通,臨床医学各論,専門基礎科目,臨床医学各論,腎疾患,renal-urological,ネフローゼ症候群・腎炎症候群の鑑別,,ネフローゼ症候群：大量蛋白尿（3.5g/日以上）・低アルブミン血症・浮腫・脂質異常症。急性糸球体腎炎：血尿・蛋白尿・高血圧・浮腫・溶連菌感染後,,indexed_official,2020,180,
29-058,29,2021,58,共通,臨床医学各論,専門基礎科目,臨床医学各論,副腎疾患,endocrine-physiology,副腎皮質・髄質疾患の鑑別,,クッシング症候群：コルチゾール過剰（中心性肥満・満月様顔貌・高血圧・糖尿病）。アジソン病：副腎皮質機能低下（色素沈着・低血圧・低血糖）。原発性アルドステロン症：低K血症・高血圧,,indexed_official,2020,180,
29-059,29,2021,59,共通,臨床医学各論,専門基礎科目,臨床医学各論,糖尿病合併症,clinical-general,糖尿病の三大合併症,,糖尿病神経障害（最早期）：手袋靴下型感覚障害・自律神経障害。糖尿病網膜症：失明の主要原因。糖尿病腎症：透析導入の主要原因。大血管障害（動脈硬化）は三大合併症外,,indexed_official,2020,180,
29-060,29,2021,60,共通,臨床医学各論,専門基礎科目,臨床医学各論,甲状腺疾患,endocrine-physiology,バセドウ病・橋本病の症状と検査,,バセドウ病：甲状腺機能亢進症（頻脈・発汗・体重減少・眼球突出・甲状腺腫大）。橋本病（慢性甲状腺炎）：機能低下症（易疲労・体重増加・便秘・抗TPO抗体陽性）,,indexed_official,2020,180,
29-061,29,2021,61,共通,臨床医学各論,専門基礎科目,臨床医学各論,呼吸器疾患,respiratory,気管支喘息・COPDの特徴と鑑別,,気管支喘息：可逆性気道閉塞・アレルギー性・夜間〜早朝に増悪・吸入ステロイド治療。COPD：非可逆性・喫煙歴・労作時呼吸困難・ビア樽状胸郭・気流制限進行性,,indexed_official,2020,180,
29-062,29,2021,62,共通,臨床医学各論,専門基礎科目,臨床医学各論,眼科疾患,clinical-general,緑内障・白内障・加齢黄斑変性の特徴,,緑内障：眼圧上昇→視神経障害→視野欠損（鼻側から）→失明。白内障：水晶体混濁→視力低下・羞明。加齢黄斑変性：中心暗点・変視症・AMD（高齢者の失明主因）,,indexed_official,2020,180,
29-063,29,2021,63,共通,臨床医学各論,専門基礎科目,臨床医学各論,難聴の分類,clinical-general,伝音性・感音性難聴の原因と鑑別,,伝音性：外耳〜中耳の障害（耳垢塞栓・中耳炎・耳硬化症）。ウェーバー試験で患側に音。感音性：内耳〜聴神経（老人性難聴・メニエール・騒音性）。ウェーバー試験で健側に音,,indexed_official,2020,180,
29-064,29,2021,64,共通,臨床医学各論,専門基礎科目,臨床医学各論,心身医学,clinical-general,心身症の定義と代表疾患,,心身症：身体疾患のうち発症・経過に心理社会的因子が密接に関与する疾患。代表例：本態性高血圧・消化性潰瘍・気管支喘息・アトピー性皮膚炎・過敏性腸症候群。神経症・うつ病とは別概念,,indexed_official,2020,180,
29-065,29,2021,65,共通,臨床医学総論,専門基礎科目,臨床医学総論,院内感染対策,infectious-disease,院内感染の定義と標準予防策,,院内感染（医療関連感染）：入院後48時間以降の感染。標準予防策（スタンダードプリコーション）：全患者の血液・体液・排泄物を感染源として扱う。手指衛生が最重要,,indexed_official,2020,180,
29-066,29,2021,66,共通,臨床医学各論,専門基礎科目,臨床医学各論,感染症の分類,infectious-disease,日和見感染と通常感染の違い,,日和見感染：免疫不全状態で通常は無害な菌が病原性を発揮（ニューモシスチス肺炎・CMV感染・カンジダ症・カポジ肉腫）。AIDS指標疾患を覚える,,indexed_official,2020,180,
29-067,29,2021,67,共通,臨床医学各論,専門基礎科目,臨床医学各論,HIV感染症,infectious-disease,HIV感染症とAIDSの病態,,HIV感染→CD4陽性Tリンパ球減少→免疫不全。CD4<200/μL→AIDS発症。感染経路：性的接触・血液・母子感染。抗ウイルス薬（ART）で慢性疾患化,,indexed_official,2020,180,
29-068,29,2021,68,共通,臨床医学各論,専門基礎科目,臨床医学各論,ウイルス性肝炎,gastroenterology,A・B・C・D・E型肝炎の比較,,A型・E型：経口感染（糞口経路）・急性肝炎のみ（慢性化なし）。B型・C型：血液・性感染・慢性化→肝硬変→肝癌。D型：B型との重複感染のみ。C型は慢性化率高い,,indexed_official,2020,180,
29-069,29,2021,69,共通,臨床医学各論,専門基礎科目,臨床医学各論,肝硬変,gastroenterology,肝硬変の症状と合併症,,肝硬変の症状：黄疸・腹水・浮腫・クモ状血管腫・手掌紅斑・女性化乳房・羽ばたき振戦。合併症：食道静脈瘤・肝性脳症・肝細胞がん。Child-Pugh分類で重症度評価,,indexed_official,2020,180,
29-070,29,2021,70,共通,臨床医学各論,専門基礎科目,臨床医学各論,膵疾患,gastroenterology,急性膵炎の症状と原因,,急性膵炎の原因：アルコール（男性）・胆石（女性）が双璧。症状：心窩部〜左季肋部への激痛・放散痛（背部）・悪心嘔吐・アミラーゼ・リパーゼ上昇。重症例では出血性膵壊死,,indexed_official,2020,180,
29-071,29,2021,71,共通,リハビリテーション医学,専門基礎科目,リハビリテーション医学,在宅リハビリテーション,rehabilitation,在宅リハビリテーションの目的と内容,,在宅リハは生活の場での機能維持・向上・環境調整が目的。訪問リハ（PT・OT・ST）・通所リハ（デイケア）の違い。介護保険サービスとしての位置づけ,,indexed_official,2020,180,
29-072,29,2021,72,共通,リハビリテーション医学,専門基礎科目,リハビリテーション医学,リハビリテーションの体系,rehabilitation,医療・職業・社会リハビリテーションの体系,,医療リハ（医師主導・機能回復）・職業リハ（就労支援）・社会リハ（社会参加・環境整備）・教育リハ（障害児教育）の4領域。WHOのICFモデル（機能・活動・参加）,,indexed_official,2020,180,
29-073,29,2021,73,共通,リハビリテーション医学,専門基礎科目,リハビリテーション医学,廃用症候群,rehabilitation,廃用症候群とサルコペニアの概念,,廃用症候群：不活動・安静による機能低下（筋萎縮・骨粗鬆症・起立性低血圧・褥瘡・深部静脈血栓・沈下性肺炎）。サルコペニア：加齢性筋肉減少症（骨格筋量・筋力低下）,,indexed_official,2020,180,
29-074,29,2021,74,共通,リハビリテーション医学,専門基礎科目,リハビリテーション医学,言語障害,rehabilitation,失語症・構音障害・吃音の分類,,失語症：言語中枢損傷（ブローカ失語：非流暢・理解良好。ウェルニッケ失語：流暢・理解不良）。構音障害：発声器官の運動障害（神経・筋疾患）。吃音：流暢性障害,,indexed_official,2020,180,
29-075,29,2021,75,共通,リハビリテーション医学,専門基礎科目,リハビリテーション医学,歩行分析,rehabilitation,正常歩行のパラメータ,,歩行周期：立脚相（約60%）と遊脚相（約40%）。歩行速度＝歩幅×歩調。歩行率（ケイデンス）＝歩数/分。両脚支持期（立脚相の約20%）。異常歩行（トレンデレンブルグ・鶏歩・分回し歩行）,,indexed_official,2020,180,
29-076,29,2021,76,共通,リハビリテーション医学,専門基礎科目,リハビリテーション医学,嚥下障害,rehabilitation,嚥下の解剖と嚥下障害リハ,,嚥下5期：先行期→準備期→口腔期→咽頭期→食道期。咽頭期：軟口蓋挙上・喉頭蓋閉鎖・輪状咽頭筋弛緩。誤嚥性肺炎予防：口腔ケア・姿勢調整・食形態変更,,indexed_official,2020,180,
29-077,29,2021,77,共通,リハビリテーション医学,専門基礎科目,リハビリテーション医学,脊髄損傷リハ,rehabilitation,脊髄損傷のレベルと機能予後,,C4：電動車椅子・呼吸補助要。C6：手動車椅子（手関節背屈で操作）・更衣一部介助。T1：手の内在筋機能。L3：杖歩行可能。L5：独歩可能。ADLの自立度をレベルごとに整理,,indexed_official,2020,180,
29-078,29,2021,78,共通,リハビリテーション医学,専門基礎科目,リハビリテーション医学,脳性麻痺,rehabilitation,脳性麻痺の分類と特徴,,脳性麻痺の分類：痙直型（最多・コルチカル型）・アテトーゼ型（不随意運動・基底核病変）・失調型（小脳型）・混合型。GMFCS（粗大運動機能分類システム）で重症度評価,,indexed_official,2020,180,
29-079,29,2021,79,共通,リハビリテーション医学,専門基礎科目,リハビリテーション医学,呼吸リハ,rehabilitation,COPD・呼吸器疾患のリハビリテーション,,呼吸リハの中心：運動療法（持久力トレーニング）＋コンジショニング（呼吸法・排痰法）＋患者教育。口すぼめ呼吸（呼気延長・気道閉塞予防）。ハフィングによる排痰,,indexed_official,2020,180,
29-080,29,2021,80,共通,リハビリテーション医学,専門基礎科目,リハビリテーション医学,がん・特殊疾患リハ,rehabilitation,がん・心臓疾患に対するリハビリテーション,,がんリハ：積極的リハ（機能維持）→緩和リハ（QOL改善）。心臓リハ：心筋梗塞後の早期離床・運動療法・二次予防。脳卒中リハ：急性期から開始・早期離床・廃用予防,,indexed_official,2020,180,
29-081,29,2021,81,共通,臨床医学各論,専門基礎科目,臨床医学各論,リウマチ性疾患,musculoskeletal-disease,関節リウマチの診断基準と治療,,関節リウマチ：早朝こわばり・対称性小関節炎・RF陽性・抗CCP抗体陽性。X線所見：骨びらん・関節裂隙狭小化。治療：DMARDs（メトトレキサート等）・生物学的製剤,,indexed_official,2020,180,
