id,examRound,year,questionNumber,session,subject,officialLarge,officialMedium,officialSmall,normalizedTheme,subTheme,importance,studyPoint,sourceUrl,sourceReliability,blueprintVersion,questionCountMode,memo
33-025,33,2025,25,共通,生理学,専門基礎科目,生理学,循環生理,cardiovascular-physiology,肺循環における血管・血液・血圧の特徴,,肺動脈＝静脈血（右室→肺）。肺静脈＝動脈血（肺→左房）。肺血圧（収縮期約25mmHg）は体血圧（120mmHg）より低い,,indexed_official,2020,180,
33-026,33,2025,26,共通,生理学,専門基礎科目,生理学,呼吸生理,respiratory-physiology,動脈血の酸素飽和度（SpO2）の正常値と臨床的意義,,動脈血SpO2正常値≒97%。静脈血は約75%。SpO2 90%以下が呼吸不全・チアノーゼ出現の目安,,indexed_official,2020,180,
33-027,33,2025,27,共通,生理学,専門基礎科目,生理学,消化・吸収,metabolic-physiology,大腸の機能・腸内細菌叢・蠕動運動の特徴,,大腸＝水分・電解質吸収+腸内細菌叢による発酵。大蠕動は1日1〜3回（1時間数回は誤り）。消化酵素は分泌しない,,indexed_official,2020,180,
33-028,33,2025,28,共通,生理学,専門基礎科目,生理学,体液・電解質,renal-physiology,体液の恒常性と正常値（血液pH・尿量・浸透圧・体液分布）,,血液pH＝7.4±0.05。成人尿量1〜2L/日（400mLは乏尿閾値）。細胞外液浸透圧≒0.9%食塩水（3%は高張）。細胞内液は体液の約60%,,indexed_official,2020,180,
33-029,33,2025,29,共通,生理学,専門基礎科目,生理学,内分泌生理,endocrine-physiology,インスリンの産生部位・分泌調節・主な作用,,インスリン＝膵ランゲルハンス島β細胞産生。血糖上昇で分泌増加（抑制ではない）。細胞内グルコース取り込み促進・グリコーゲン合成促進,,indexed_official,2020,180,
33-030,33,2025,30,共通,生理学,専門基礎科目,生理学,細胞生理,histology,各種細胞の寿命比較（神経細胞が最長）,,神経細胞は基本的に再生しない→出生後から一生涯が最長寿命。赤血球約120日・血小板約10日・上皮細胞は数日〜数週間で更新,,indexed_official,2020,180,
33-031,33,2025,31,共通,生理学,専門基礎科目,生理学,神経生理,neurophysiology,大脳皮質の機能局在（運動野・感覚野・聴覚野・視覚野の位置）,,体性感覚野＝中心後回。運動野＝中心前回。視覚野＝後頭葉。聴覚野＝側頭葉上部（横側頭回）,,indexed_official,2020,180,
33-032,33,2025,32,共通,生理学,専門基礎科目,生理学,神経生理,neurophysiology,伸張反射の反射弓（受容器・求心路・遠心路・効果器）,,アキレス腱反射の受容器は筋紡錘（腱器官ではない）。求心路はIa群線維。遠心路はα運動ニューロン。効果器は錘外筋,,indexed_official,2020,180,
33-033,33,2025,33,共通,病理学概論,専門基礎科目,病理学概論,疾病の経過,general-pathology,疾病の経過における各期の症状（潜伏期〜回復期）,,不定愁訴が現れるのは前駆期。潜伏期は無症状。侵襲期は特異的主症状が出現。極期は症状が最も激しい時期,,indexed_official,2020,180,
33-034,33,2025,34,共通,病理学概論,専門基礎科目,病理学概論,代謝異常,general-pathology,疾患と代謝異常の対応（脂質・核酸・色素・鉄代謝）,,黄色腫→脂質代謝異常。痛風→核酸（プリン）代謝異常。黄疸→ビリルビン（色素）代謝異常。ヘモジデローシス→鉄（生体色素）代謝異常,,indexed_official,2020,180,
33-035,33,2025,35,共通,病理学概論,専門基礎科目,病理学概論,血液病理,hematology,播種性血管内凝固症候群（DIC）の病態と検査所見,,DICでは凝固因子・血小板が消費されるため減少（増加は誤り）。敗血症が主原因。細小血管内フィブリン血栓+出血症状が特徴,,indexed_official,2020,180,
33-036,33,2025,36,共通,病理学概論,専門基礎科目,病理学概論,循環障害,general-pathology,浮腫の発生機序（スターリングの原則）と4つの原因,,浮腫の原因：膠質浸透圧↓・リンパ還流↓・毛細血管内圧↑・血管透過性↑。膠質浸透圧上昇は浮腫を起こさない（逆方向）,,indexed_official,2020,180,
33-037,33,2025,37,共通,臨床医学各論,専門基礎科目,臨床医学各論,感染症,infectious-disease,HIV感染症の病態（標的細胞と免疫不全のメカニズム）,,HIV→CD4陽性ヘルパーT細胞を選択的に破壊→細胞性免疫不全→AIDS。CD4数200/μL以下でAIDS定義疾患が出現,,indexed_official,2020,180,
33-038,33,2025,38,共通,臨床医学各論,専門基礎科目,臨床医学各論,感染症・腫瘍,oncology,HPV感染と子宮頸癌の関係・ワクチン効果・自然排除,,HPVは子宮頸癌の主因（子宮内膜癌ではない）。男女ともに感染する。ワクチンで癌予防可能。多くは免疫機構で自然排除される,,indexed_official,2020,180,
33-039,33,2025,39,共通,臨床医学各論,専門基礎科目,臨床医学各論,精神・神経症状,neurology,睡眠障害の種類と特徴（入眠障害・過眠・SAS・RLS）,,SAS（睡眠時無呼吸）の危険因子は肥満・顎の形等。入眠障害≠中途覚醒。むずむず脚症候群は就眠時の異常感覚が特徴（早朝覚醒ではない）,,indexed_official,2020,180,
33-040,33,2025,40,共通,臨床医学各論,専門基礎科目,臨床医学各論,神経症状,neurology,失行の種類（構成失行・着衣失行・観念失行）と症状の違い,,構成失行＝図形・積み木の模倣・構成ができない。着衣失行＝服が着られない。言語復唱不可は失語（失行ではない）,,indexed_official,2020,180,
33-041,33,2025,41,共通,臨床医学総論,専門基礎科目,臨床医学総論,診察・計測,clinical-general,四肢周径測定の方法（上腕・前腕・大腿・下腿の測定部位）,,前腕周径＝最大膨隆部で計測。上腕は伸展位の最大膨隆部。下腿は最大膨隆部（腓骨頭の高さではない）,,indexed_official,2020,180,
33-042,33,2025,42,共通,臨床医学総論,専門基礎科目,臨床医学総論,バイタルサイン,clinical-general,脈拍変化の原因疾患（頻脈・徐脈の鑑別）,,脳圧亢進→徐脈（クッシング反応）。甲状腺機能低下→徐脈。甲状腺機能亢進・発熱・貧血→頻脈。パーキンソン病は脈拍変化しない,,indexed_official,2020,180,
33-043,33,2025,43,共通,臨床医学各論,専門基礎科目,臨床医学各論,血液疾患,hematology,易感染性をきたす疾患と機序（好中球減少・免疫不全）,,急性骨髄性白血病→好中球減少→易感染性が最も直結。ITP・巨赤芽球性貧血は出血傾向・貧血が主。鉄欠乏性貧血は易感染性と直結しない,,indexed_official,2020,180,
33-044,33,2025,44,共通,臨床医学各論,専門基礎科目,臨床医学各論,消化器疾患,gastroenterology,便秘の原因（薬剤性・機能性・腸管運動抑制）,,オピオイド→μ受容体を介して腸蠕動を抑制→薬剤性便秘の代表的原因。ノロウイルス・乳糖不耐症・胃切除は下痢の原因,,indexed_official,2020,180,
33-045,33,2025,45,共通,臨床医学総論,専門基礎科目,臨床医学総論,症候学,pulmonology,チアノーゼの発生機序と原因とならない疾患（還元Hb閾値）,,チアノーゼ＝還元Hb 5g/dL以上。貧血はHb総量少なく閾値に達しにくい→チアノーゼになりにくい。左心不全・チアノーゼ性心疾患・COPDは原因になる,,indexed_official,2020,180,
33-046,33,2025,46,共通,臨床医学総論,専門基礎科目,臨床医学総論,呼吸器診察,pulmonology,肺の身体所見（声音振盪）の変化と疾患の対応,,声音振盪増強＝肺の実質化（肺炎・無気肺）。減弱＝気胸・胸水・肺気腫。増強と減弱の方向を肺炎を軸に覚える,,indexed_official,2020,180,
33-047,33,2025,47,共通,臨床医学総論,専門基礎科目,臨床医学総論,神経診察,neurology,脳神経の番号・名称・支配筋・機能の対応,,副神経（第11脳神経）＝僧帽筋+胸鎖乳突筋を支配。三叉神経＝咀嚼筋。顔面神経＝表情筋。迷走神経≠僧帽筋,,indexed_official,2020,180,
33-048,33,2025,48,共通,臨床医学総論,専門基礎科目,臨床医学総論,緩和ケア,medical-ethics,ターミナルケア・緩和ケアの目標と倫理的方針,,ターミナルケアの目標＝苦痛緩和とQOL維持（根治・延命が目標ではない）。治療方針は医師+患者本人の意思決定が中心（家族のみでない）,,indexed_official,2020,180,
33-049,33,2025,49,共通,臨床医学各論,専門基礎科目,臨床医学各論,感染症・食中毒,infectious-disease-control,食中毒の原因菌と原因食品の正しい対応,,カンピロバクター＝鶏肉（加熱不十分）。腸炎ビブリオ＝魚介類。サルモネラ＝鶏卵・肉類。腸管出血性大腸菌＝牛肉（ユッケ等）,,indexed_official,2020,180,
33-050,33,2025,50,共通,臨床医学各論,専門基礎科目,臨床医学各論,眼科疾患,clinical-general,緑内障の病態・症状・疫学（日本の失明原因）,,緑内障は日本の中途失明原因第1位。視神経障害が本質（硝子体でない）。初期は周辺視野から障害（中心は後期）。眼圧上昇が主因,,indexed_official,2020,180,
33-051,33,2025,51,共通,臨床医学各論,専門基礎科目,臨床医学各論,精神疾患,neurology,パニック発作・パニック障害の特徴と治療,,パニック発作は予期せず突然発症し数分〜30分程度で消退（数時間は誤り）。認知行動療法とSSRIが有効。過換気への酸素投与は適応外,,indexed_official,2020,180,
33-052,33,2025,52,共通,臨床医学各論,専門基礎科目,臨床医学各論,皮膚疾患,dermatology,アトピー性皮膚炎の皮疹分布・アレルギー型・治療方針,,小児アトピー＝四肢大関節屈側（肘窩・膝窩）に多い。Ⅰ型（IgE介在）アレルギー。ステロイド外用が第一選択（抗ヒスタミン薬内服は補助）,,indexed_official,2020,180,
33-053,33,2025,53,共通,臨床医学各論,専門基礎科目,臨床医学各論,感染症,infectious-disease,結核と非結核性抗酸菌症の違い（感染経路・難治性）,,肺結核の感染経路は飛沫核感染（空気感染）。非結核性抗酸菌（NTM）は人→人感染しない。NTM症は難治性（多剤長期投与が必要）,,indexed_official,2020,180,
33-054,33,2025,54,共通,臨床医学各論,専門基礎科目,臨床医学各論,呼吸器疾患,pulmonology,COPDの病因・特徴的症状・合併症・治療原則,,主原因は喫煙（受動喫煙も関与）。労作時呼吸困難が特徴（安静時ではない）。肺癌合併リスク高い。禁煙で進行抑制（肺機能完全回復はしない）,,indexed_official,2020,180,
33-055,33,2025,55,共通,臨床医学各論,専門基礎科目,臨床医学各論,呼吸器疾患,pulmonology,気管支喘息の病態・換気障害の型・発作の特徴,,喘息はⅠ型アレルギー（IgE介在）。閉塞性換気障害（拘束性ではない）。発作は夜間・明け方に多い（副交感神経優位による気管支収縮）,,indexed_official,2020,180,
33-056,33,2025,56,共通,臨床医学各論,専門基礎科目,臨床医学各論,アレルギー疾患,dermatology,アナフィラキシーの原因疾患の頻度と緊急対応,,アナフィラキシー最多原因＝食物アレルギー（小児）・薬物（成人）。Ⅰ型アレルギーの最重症型。アドレナリン（エピネフリン）筋注が第一選択,,indexed_official,2020,180,
33-057,33,2025,57,共通,臨床医学各論,専門基礎科目,臨床医学各論,消化器疾患,gastroenterology,胃食道逆流症（GERD）の病態・バレット食道・増悪因子,,GERD→下部食道括約筋弛緩→胃酸逆流。食道下部扁平上皮が円柱上皮化（バレット食道）→腺癌リスク。肥満・前屈が悪化因子（体重増加で悪化）,,indexed_official,2020,180,
33-058,33,2025,58,共通,臨床医学各論,専門基礎科目,臨床医学各論,神経・認知症,neurology,アルツハイマー病の初期症状と認知症の鑑別（各型の特徴）,,アルツハイマー初期＝近時記憶障害。幻視が初期→レビー小体型。人格変化が初期→前頭側頭型（ピック）。段階的悪化→脳血管性,,indexed_official,2020,180,
33-059,33,2025,59,共通,臨床医学各論,専門基礎科目,臨床医学各論,消化器疾患,gastroenterology,クローン病と潰瘍性大腸炎の鑑別と共通点,,クローン病は全消化管（大腸に限局しない）。潰瘍性大腸炎は連続性病変（非連続はクローン）。両疾患とも欧米化で増加。赤沈は病勢を反映する,,indexed_official,2020,180,
33-060,33,2025,60,共通,臨床医学各論,専門基礎科目,臨床医学各論,消化器疾患,gastroenterology,膵癌の腫瘍マーカー・診断方法・予後の特徴,,CA19-9は膵癌の代表的腫瘍マーカー（特異度は高い設問だが確定診断には不十分）。早期発見困難で予後不良。超音波・CT・ERCPで診断,,indexed_official,2020,180,
33-061,33,2025,61,共通,臨床医学各論,専門基礎科目,臨床医学各論,内分泌疾患,endocrinology,内分泌疾患と特徴的症状の正しい対応（アジソン・バセドウ・クッシング）,,アジソン病→色素沈着（副腎皮質機能低下）。バセドウ病→眼球突出・頻脈。クッシング病→満月様顔貌・中心性肥満。原発性アルドステロン症→低K血症・高血圧,,indexed_official,2020,180,
33-062,33,2025,62,共通,臨床医学各論,専門基礎科目,臨床医学各論,骨格系疾患,orthopedics,体前屈時の肋骨隆起（rib hump）と脊柱変形の鑑別,,体前屈時の肋骨隆起（rib hump）は側弯症の特徴的診察所見。スコリオメーターで角度を計測。成長期女児に多い。肺腫瘍・肋骨骨折は肋骨隆起を起こさない,,indexed_official,2020,180,
33-063,33,2025,63,共通,臨床医学各論,専門基礎科目,臨床医学各論,股関節疾患,orthopedics,発育性股関節形成不全（DDH）の疫学・危険因子・治療,,DDHは女児に多い（男児に多いは誤り）。逆子・家族歴・第一子が危険因子。装具療法（リーメンビューゲル）が主体。家族内発生あり,,indexed_official,2020,180,
33-064,33,2025,64,共通,臨床医学各論,専門基礎科目,臨床医学各論,変性疾患,orthopedics,変形性関節症のX線4徴（軟骨下骨硬化・骨棘・骨囊胞・裂隙変化）,,変形性関節症X線所見：関節裂隙狭小化（拡大は誤り）・荷重部軟骨下骨硬化・骨棘形成・骨囊胞形成の4徴。裂隙は狭小化する,,indexed_official,2020,180,
33-065,33,2025,65,共通,臨床医学各論,専門基礎科目,臨床医学各論,泌尿器疾患,urology,前立腺肥大症の症状（初期・進行期）と鑑別,,前立腺肥大症の初期症状は夜間頻尿（刺激症状）。進行→尿勢低下・残尿感・尿閉（閉塞症状）。血尿や排尿時痛は前立腺肥大の主症状でない,,indexed_official,2020,180,
33-066,33,2025,66,共通,臨床医学各論,専門基礎科目,臨床医学各論,血液疾患,hematology,鉄欠乏性貧血の全身症状（爪・口腔・舌・異食症）,,鉄欠乏性貧血：スプーン爪（匙状爪）・口角炎・舌炎・プランマービンソン症候群・異食症。知覚鈍麻や白髪は鉄欠乏でなく他疾患の症状,,indexed_official,2020,180,
33-067,33,2025,67,共通,臨床医学各論,専門基礎科目,臨床医学各論,血液疾患,hematology,特発性血小板減少性紫斑病（ITP）の病態・特徴・治療,,ITPは血小板に対するIgG自己抗体が原因（血管への自己抗体ではない）。女性に多い。H.pylori除菌療法・ステロイド投与が有効。血腫は筋肉内でなく皮下や粘膜,,indexed_official,2020,180,
33-068,33,2025,68,共通,臨床医学各論,専門基礎科目,臨床医学各論,神経・認知症,neurology,各認知症の初期症状と鑑別（前頭側頭型・レビー小体型・アルツハイマー・脳血管性）,,前頭側頭型（ピック病）→病初期から人格障害・脱抑制・常同行動。アルツハイマー→近時記憶障害。レビー小体型→初期から幻視。脳血管性→段階的悪化・まだら認知症,,indexed_official,2020,180,
33-069,33,2025,69,共通,臨床医学各論,専門基礎科目,臨床医学各論,神経疾患,neurology,パーキンソン病の自律神経症状と非運動症状の特徴,,パーキンソン病の自律神経症状：起立性低血圧・便秘・流涎（唾液増加）・発汗過多。下痢・発汗低下・唾液減少は誤り。起立性低血圧は転倒の原因になる,,indexed_official,2020,180,
33-070,33,2025,70,共通,臨床医学各論,専門基礎科目,臨床医学各論,神経疾患,neurology,筋萎縮性側索硬化症（ALS）の症状と通常保たれる機能,,ALS：嚥下障害（球麻痺）・構音障害・呼吸筋麻痺が主症状。膀胱直腸障害・眼球運動障害・感覚障害・褥瘡は末期まで通常みられない（保たれる）,,indexed_official,2020,180,
33-071,33,2025,71,共通,リハビリテーション医学,専門基礎科目,リハビリテーション医学,ICF,rehabilitation,ICFの構成要素（心身機能・活動・参加・環境因子）の分類,,ICFの「活動」＝個人レベルの課題遂行（利き手交換・歩行等）。「心身機能」＝呼吸機能。「参加」＝社会参加（復職等）。家屋改修は「環境因子」,,indexed_official,2020,180,
33-072,33,2025,72,共通,リハビリテーション医学,専門基礎科目,リハビリテーション医学,脊髄損傷リハビリ,rehabilitation,脊髄損傷患者の自律神経過反射の機序・発生条件・誘因・合併症,,自律神経過反射はT6以上の高位脊髄損傷でみられる（腰髄ではない）。誘因：難治性便秘・尿路感染・褥瘡等。血圧急上昇→脳内出血の合併がある（合併しないは誤り）,,indexed_official,2020,180,
33-073,33,2025,73,共通,リハビリテーション医学,専門基礎科目,リハビリテーション医学,心臓リハビリ,rehabilitation,心臓リハビリテーションの適応と禁忌（安定期・急性期の区別）,,安定した心不全は心臓リハビリの適応。不安定狭心症・急性心筋炎・急性大動脈解離は禁忌（安静が必要）。安定冠動脈疾患・心筋梗塞回復期も適応,,indexed_official,2020,180,
33-074,33,2025,74,共通,リハビリテーション医学,専門基礎科目,リハビリテーション医学,嚥下リハビリ,rehabilitation,摂食嚥下の5期モデル（先行期・準備期・口腔期・咽頭期・食道期）,,先行期＝食物を視覚・嗅覚で認識する（正しい）。準備期＝咀嚼し食塊形成。口腔期＝食塊を咽頭に送り込む。咽頭期＝嚥下反射で食道へ。食道期＝食道から胃へ,,indexed_official,2020,180,
33-075,33,2025,75,共通,リハビリテーション医学,専門基礎科目,リハビリテーション医学,術後リハビリ,rehabilitation,大腿骨頸部骨折・人工骨頭置換術後リハビリの正しい方針,,術後早期から荷重訓練を開始するのが正しい（早期離床・廃用予防）。金属インプラントあるため極超短波は禁忌。脱臼予防のため術後は股関節回旋・過屈曲を制限,,indexed_official,2020,180,
33-076,33,2025,76,共通,リハビリテーション医学,専門基礎科目,リハビリテーション医学,フレイル,rehabilitation,改訂日本版フレイル基準（J-CHS）の5項目と含まれない指標,,J-CHS基準5項目：体重減少・筋力低下・疲労感・歩行速度低下・身体活動量低下。骨密度低下・聴力低下・認知機能低下は含まれない,,indexed_official,2020,180,
33-077,33,2025,77,共通,リハビリテーション医学,専門基礎科目,リハビリテーション医学,脳性麻痺,rehabilitation,脳性麻痺の病型分類と頻度（痙直型・アテトーゼ型・失調型）,,痙直型が最多（約70%）。かつてはアテトーゼ型が多かったが核黄疸減少により痙直型が主流。アテトーゼ型は不随意運動が特徴。失調型は少ない,,indexed_official,2020,180,
33-078,33,2025,78,共通,リハビリテーション医学,専門基礎科目,リハビリテーション医学,パーキンソン病,rehabilitation,パーキンソン病のホーン・ヤール重症度分類（ステージⅠ〜Ⅴ）,,ステージⅢ＝両側性+姿勢反射障害あり+日常生活可能・介助不要。ステージⅣ以上で介助必要。ステージⅡは姿勢反射障害なし。ステージⅤは車椅子・ベッド,,indexed_official,2020,180,
33-079,33,2025,79,共通,リハビリテーション医学,専門基礎科目,リハビリテーション医学,徒手筋力検査,rehabilitation,徒手筋力テスト（MMT）の肢位と判定基準（重力・抵抗の条件）,,MMT2＝重力を除いた肢位（側臥位）で全可動域。MMT3＝重力に抗して全可動域（座位）。MMT1＝収縮のみ触知可能。MMT4以上は抵抗に打ち勝てる,,indexed_official,2020,180,
33-080,33,2025,80,共通,リハビリテーション医学,専門基礎科目,リハビリテーション医学,重心・バランス,rehabilitation,成人正常立位姿勢での重心位置（重心線上の下からの割合）,,正常立位の重心は重心線上の下から約55%の位置（第2仙椎前方付近）。女性は男性より重心が低い傾向。重心が高いほどバランスが不安定,,indexed_official,2020,180,
33-081,33,2025,81,共通,リハビリテーション医学,専門基礎科目,リハビリテーション医学,関節リウマチ,orthopedics,関節リウマチによる典型的関節変形の種類と部位,,RA典型変形：MP関節尺側偏位・スワンネック変形・ボタン穴変形。O脚→変形性膝関節症。凹足→神経疾患。翼状肩甲→前鋸筋麻痺（長胸神経障害）,,indexed_official,2020,180,
33-082,33,2025,82,共通,リハビリテーション医学,専門基礎科目,リハビリテーション医学,社会的リハビリ,rehabilitation,社会的リハビリテーションの定義と具体的内容（医学的・職業的との区別）,,社会的リハビリ＝社会生活力を高める支援（職場環境整備・社会参加促進）。個別の理学療法は医学的リハビリ。家族介護指導・栄養管理は直接の社会的リハビリではない,,indexed_official,2020,180,
33-083,33,2025,83,共通,臨床医学各論,専門基礎科目,臨床医学各論,神経・外傷,orthopedics,腕神経叢損傷の診断に用いる検査の有用性（症例問題）,,腕神経叢損傷の診断：MRI（神経根引き抜き）・CT脊髄造影・筋電図（神経損傷評価）が有用。超音波検査は深部腕神経叢の評価に不向き→有用性が最も低い,,indexed_official,2020,180,
33-084,33,2025,84,共通,臨床医学各論,専門基礎科目,臨床医学各論,神経・外傷,orthopedics,腕神経叢の障害レベルと麻痺パターンから損傷部位を推定（症例問題）,,肘屈曲+手関節背屈+手指屈曲すべて不能＝C5〜T1の全領域障害→腋窩部での腕神経叢全束の損傷。側頸部は根レベル損傷。肘部は橈骨・尺骨神経のみ障害,,indexed_official,2020,180,
